est_diameter_min,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous
133,297,94280,14950559,21,1
8,19,88814,73667398,27,0
85,191,104980,68211360,22,0
219,489,62911,22348236,20,0
17,39,65333,73239274,25,0
19,43,67326,4276325,25,0
37,83,50415,4353818,24,0
42,94,50916,8341934,24,0
48,108,27416,63582422,23,0
25,56,73808,40317134,25,0
133,297,39972,61114420,21,0
36,82,28959,70901613,24,0
192,430,57504,47185618,20,0
11,24,95175,7482934,26,0
218,487,29510,62102435,20,0
127,284,66064,13839037,21,1
51,115,67863,35706909,23,0
76,171,71604,16966742,22,0
11,25,26829,1202837,26,0
40,89,42004,16564027,24,0
46,103,71269,71364753,23,0
21,47,49164,43115608,25,0
221,494,56950,16375445,20,0
9,20,78697,72809749,27,0
17,39,64987,5058492,25,0
40,89,29121,3452362,24,0
42,94,41045,31386295,24,0
42,94,28114,7700334,24,0
20,45,43024,27498087,25,0
63,142,66408,41594071,23,0
55,124,66495,64060793,23,0
10,22,43563,54600271,27,0
6,14,46359,53791118,28,0
127,284,57073,13583613,21,1
49,111,73004,11896275,23,0
310,695,66454,12209061,19,1
76,171,33296,15722846,22,0
13,31,36658,15991634,26,0
76,171,25236,36320205,22,0
29,65,39838,4582205,24,0
69,156,70503,44850124,22,0
48,108,47304,10066740,23,0
65,146,92018,53918683,23,0
33,74,60379,65781659,24,0
55,124,58185,65652841,23,0
13,29,15147,7501350,26,0
282,631,50527,58370074,19,0
70,157,26187,48648025,22,0
280,628,100636,64313282,19,0
260,583,79093,58576395,20,0
265,594,64021,27913269,20,0
88,196,47124,70555490,22,0
66,149,40254,17020876,23,0
48,108,54001,15165898,23,0
253,567,89502,31541410,20,0
35,78,40489,9961031,24,0
31,71,76241,41413205,24,0
8,17,20826,61948238,27,0
18,124,17671,13726683,25,0
26,59,56652,62075340,25,0
15,34,36189,1446614,26,0
8,19,28968,11006369,27,0
84,188,112598,25133401,22,0
10,22,50850,387180,27,0
116,259,47972,58747740,21,0
20,45,29500,9569264,25,0
5,12,33326,144936,28,0
24,54,34672,9610681,25,0
73,163,25157,70481864,22,0
116,259,34267,53371096,21,0
122,272,22377,57847752,21,0
36,81,19452,14060865,24,0
7,16,29400,646786,27,0
12,28,16927,1408901,26,0
44,98,23535,25640093,23,0
183,411,21063,66858385,20,0
92,206,33247,72346740,22,0
69,156,47290,14528238,22,0
231,517,88901,19712401,20,1
33,74,79720,73935844,24,0
45,100,29613,21840457,23,0
110,247,36492,36987967,21,1
24,55,16788,19601643,25,0
14,32,66279,39864319,26,0
38,85,26462,10081446,24,0
31,71,26498,3385222,24,0
105,235,53122,7238106,22,0
101,228,76872,64968063,22,0
22,49,42054,31052211,25,0
271,608,40583,56883356,19,0
165,369,69078,22426764,21,1
146,326,54416,3604667,21,1
60,136,12999,36852114,23,0
63,142,45713,44787551,23,0
183,411,54255,24081198,20,0
14,32,46953,58453443,26,0
88,196,68592,16721041,22,0
180,403,38228,66482269,20,0
92,206,82246,66909573,22,0
139,311,23582,23461731,21,0
12,27,43974,140948,26,0
22,49,14503,17269725,25,0
96,215,52763,39934885,22,0
291,651,64158,15960265,19,1
24,54,51284,57988134,25,0
20,45,60033,38697575,25,0
133,297,43639,26623698,21,1
22,49,40456,38457729,25,0
12,27,45810,51072732,23,0
260,583,72187,45394886,20,0
11,25,43801,1486004,26,0
50,113,51245,48256961,23,0
110,247,26339,19991357,21,1
10,22,37939,10432008,27,0
291,651,74813,10837029,19,1
55,124,63304,4704141,23,0
167,375,45944,5800490,21,1
183,411,32358,10548123,20,1
14,32,65173,29866438,26,0
31,71,29037,2418563,24,0
30,69,10290,37024496,24,0
121,271,18591,68594686,21,0
13,31,26641,3017962,26,0
25,56,75520,48589642,25,0
167,375,67884,27476185,21,0
41,92,53460,72119114,24,0
17,39,79686,52585943,25,0
36,82,50154,11673285,24,0
192,430,21523,35451195,20,1
38,85,19880,25746640,24,0
69,156,86089,12771420,22,0
36,82,14949,19670040,24,0
23,51,46055,25734088,25,0
88,196,37271,32090698,22,0
36,80,69425,41151975,24,0
46,103,54087,16851447,23,0
14,32,35738,10212144,26,0
33,74,33739,9575167,24,0
109,245,96221,60980994,21,1
22,50,21746,39844750,25,0
58,130,34751,9186763,23,0
63,142,33566,16763663,23,0
31,69,64903,6191642,24,0
12,28,55366,73986503,26,0
128,288,23710,36415039,21,0
35,78,69354,69494823,24,0
14,33,60329,45232403,26,0
73,163,40915,25202628,22,0
12,28,47044,53234128,26,0
133,299,79178,38452178,21,0
128,287,62457,50512443,21,1
123,276,17603,30758155,21,0
185,414,58702,38107285,20,0
18,41,21185,42060254,25,0
16,35,54491,349453,26,0
64,145,18853,57670167,23,0
40,89,42587,52574766,24,0
7,16,17819,32236319,27,0
26,59,51219,27914915,25,0
48,108,75168,46415854,23,0
55,124,40265,6336806,23,0
192,430,6704,34731835,20,0
14,32,28329,6272582,26,0
73,163,67687,56199487,22,0
6,13,25764,408037,28,0
36,82,29244,39635203,24,0
27,62,25610,57485645,24,0
19,42,91365,53120201,25,0
14,32,25572,5853192,26,0
15,34,26480,70012152,26,0
6,14,62458,19663481,28,0
23,51,18209,5661381,25,0
63,142,96510,29430371,23,0
133,297,21913,60881414,21,0
38,85,24650,31008542,24,0
40,89,11600,31006259,24,0
15,34,27261,345247,26,0
14,32,33520,2309476,26,0
16,37,35919,27288336,26,0
35,78,26778,56293118,24,0
53,118,48642,32382373,23,0
31,71,18409,24561286,24,0
31,70,62496,33845683,24,0
167,375,68388,43560517,21,0
35,78,55060,63333258,24,0
50,113,71369,70964112,23,0
305,682,55882,27054389,19,0
19,43,43496,65528740,25,0
38,85,43199,48136132,24,0
139,311,88775,16979267,21,1
18,41,64102,71826033,25,0
19,43,30773,67558696,25,0
18,41,21651,35239096,25,0
55,124,95245,55011017,23,0
48,108,58936,56539051,23,0
26,59,28122,62979477,25,0
53,118,18718,33552506,23,0
46,103,39933,74023971,23,0
201,450,12407,63018620,20,0
110,247,22301,49364261,21,0
30,68,27254,11215502,24,0
29,65,37078,44228323,24,0
160,358,33045,74685411,21,0
19,43,26606,8374500,25,0
63,142,61629,29929344,23,0
227,508,109571,68303605,23,1
121,271,28674,5109292,21,1
8,19,38416,8061393,27,0
6,14,54001,370616,28,0
53,118,47271,36887962,23,0
55,124,35027,9588977,23,0
46,103,26012,33193917,23,0
31,71,44190,16081310,24,0
183,411,106311,36294685,20,1
146,326,63481,63369805,21,0
48,108,58274,14804509,23,0
13,31,46961,48254691,26,0
110,247,19699,52658484,21,0
14,32,37728,2423778,26,0
8,18,57255,51462443,27,0
2,6,44272,41001979,29,0
88,197,50563,6044680,22,0
22,50,62202,41755856,25,0
110,247,60232,9889192,21,1
18,42,22581,7266507,25,0
30,69,15793,20342248,24,0
319,714,49512,24348565,19,1
153,343,74596,29027460,21,0
12,27,45684,1636204,26,0
13,30,51254,48281743,26,0
35,78,41907,38856303,24,0
53,118,52086,42114778,23,0
28,63,64960,5298070,24,0
140,313,28932,60539671,21,0
36,82,51717,11613078,24,0
8,18,73732,19954092,27,0
11,25,21331,6101775,26,0
295,660,57840,19808014,19,0
60,136,58858,45510269,23,0
96,215,48783,64304370,22,0
223,498,76617,58338069,20,0
31,71,79016,41137288,24,0
50,113,67221,65781564,23,0
14,32,71723,71608552,26,0
195,436,33246,37023657,20,0
8,19,22570,1901472,27,0
49,110,49487,29015047,23,0
16,35,54016,58194990,26,0
36,82,36451,7199413,24,0
105,236,77460,71991981,22,0
12,28,64167,69589937,26,0
45,102,73265,7595170,23,0
146,326,61298,44167685,21,0
167,375,92652,73573136,21,0
3,7,13879,3347848,29,0
15,35,63152,15512269,26,0
35,78,26879,5095012,24,0
63,142,37380,16147082,23,0
13,29,58586,42848384,26,0
8,17,14162,23642902,27,0
69,156,75013,69209974,22,0
22,49,35958,2102972,25,0
265,594,23778,41876644,20,1
73,163,50889,59408723,22,0
58,130,42918,15597659,23,0
58,130,71706,30377058,23,0
253,567,42859,74730280,20,0
265,594,45271,22158751,20,0
133,297,25748,72770658,21,0
10,22,26091,50433598,27,0
14,33,23100,68921885,26,0
14,32,42501,52176467,26,0
288,645,86369,47615752,19,0
46,103,14695,52695649,23,0
48,108,64864,33310572,23,0
8,19,44190,69295849,27,0
127,284,28075,41083640,21,0
253,567,60822,45080862,20,0
101,225,43609,26508142,22,0
10,23,46597,680957,27,0
12,28,64956,1071333,26,0
101,227,48544,39084638,22,0
9,20,28111,38890335,27,0
11,25,29789,1641642,26,0
40,89,46504,10369371,24,0
110,247,91261,15629085,21,1
84,189,68906,25310161,22,0
16,37,41833,47967995,26,0
14,32,28411,4384028,26,0
104,234,30849,34528451,22,0
245,549,50180,25549464,20,0
8,18,59566,53928049,27,0
22,49,28783,36875014,25,0
106,238,43839,55726036,21,1
11,25,27885,68956315,26,0
50,113,16660,8439454,23,0
257,575,27705,26152747,20,1
198,444,83400,26828306,20,1
192,430,19141,70530292,20,0
36,82,39094,30351648,24,0
133,297,18943,43028389,21,0
73,163,66810,70260698,22,0
36,82,25343,11740223,24,0
15,34,33028,1322951,26,0
30,68,27334,7025109,24,0
246,552,85146,16984758,20,1
80,271,51552,25264352,22,0
63,142,28559,37551411,23,0
316,708,45274,17452065,19,0
31,71,17768,11646149,24,0
10,22,42784,662005,27,0
16,35,57810,69682436,26,0
5,11,70155,73293061,28,0
91,204,91680,72860210,22,0
92,206,48724,73377979,22,0
84,187,10859,37688464,22,0
211,472,58692,66109497,20,0
12,28,58718,877703,26,0
42,94,31062,38393714,24,0
26,59,77899,43763776,25,0
26,58,37210,60783896,25,0
66,149,47457,33192028,23,0
28,64,30520,14794736,24,0
302,676,47937,29378637,19,0
152,342,86182,8090972,21,1
152,342,45453,12756072,21,0
296,663,66575,21812993,19,0
10,22,32272,3247817,27,0
27,62,43704,40760833,24,0
152,342,89592,31264086,21,1
72,161,74130,53934859,22,0
16,37,73908,47105150,26,0
171,383,57249,30347805,20,0
10,23,30450,3193318,27,0
14,31,63016,67886380,26,0
44,100,39626,47083367,23,0
150,337,59156,32840439,21,0
76,171,53843,20954475,22,0
23,51,45141,20984288,25,0
19,43,39089,50943758,25,0
22,49,16779,56344775,25,0
227,508,43804,47839546,20,0
23,51,16259,21260432,25,0
63,141,16611,16027415,23,0
30,67,8314,11630581,24,0
55,124,48150,52618877,23,0
211,472,73011,17634627,20,1
135,302,72868,21577462,21,1
58,131,77394,58695345,23,0
9,21,15472,1311572,27,0
3,8,71024,95216,29,0
42,94,37503,44607363,24,0
133,297,20523,22626211,21,0
232,520,72051,63003249,20,0
278,622,63830,29268766,19,1
133,297,42612,41647070,21,0
9,21,71984,48763051,27,0
175,392,57186,49944283,20,0
26,59,38438,72677087,25,0
253,567,77224,20439074,20,1
211,472,57192,7736863,20,1
265,594,48008,58133241,20,1
154,345,99984,63000485,21,0
66,149,65959,55533820,23,0
160,358,43257,46757072,23,0
40,89,26178,52691704,24,0
48,108,34385,30648515,23,0
12,28,58947,55187596,26,0
160,358,69031,56751465,21,0
35,78,16815,27642948,24,0
137,307,64662,41882838,21,1
54,121,34184,18716115,23,0
16,37,45751,66998132,26,0
11,25,76201,72048696,26,0
121,271,67626,57919663,21,1
152,342,22911,9760786,21,1
50,113,24922,5324418,23,0
37,83,79651,70134251,24,0
7,16,18185,73221123,27,0
12,113,54105,74668439,26,0
305,682,46872,37758391,19,1
4,10,66920,47318762,28,0
38,85,10662,11335628,24,0
58,130,61454,72788654,23,0
237,532,71156,30942887,20,0
29,65,37288,7433873,24,0
19,42,20110,4004313,25,0
110,247,90084,57401069,21,1
5,11,40496,588736,28,0
160,358,38629,34562487,21,0
90,201,110606,70822216,22,0
242,542,20868,49569263,20,0
48,108,56960,73548696,23,0
116,259,67655,69335406,21,0
76,171,67445,18492670,23,0
66,149,52266,50832724,23,0
17,38,18044,25474155,25,0
77,172,105844,71640249,22,0
44,98,23131,49832616,23,0
12,27,20391,2853899,26,0
23,51,30667,27989777,25,0
152,342,7346,43234949,21,0
60,136,43256,54991114,23,0
2,6,14213,23482850,29,0
10,23,55768,56433411,27,0
12,27,20564,41662020,26,0
20,45,52704,12215327,25,0
33,74,51269,52742537,24,0
291,651,100963,68468328,19,1
69,156,7751,33613641,22,0
88,196,41191,56199296,22,0
31,71,63463,71780170,24,0
22,49,69949,71778553,25,0
12,28,25251,3688086,26,0
42,94,68199,34631686,24,0
54,122,84973,37769696,23,0
37,84,31181,10224801,24,0
38,85,36116,17717749,24,0
25,55,46082,50278833,25,0
29,65,45596,5148001,24,0
26,59,44190,18816791,25,0
211,472,29640,46173938,20,1
105,236,1919,38996868,22,0
23,51,36416,11492483,25,0
42,94,33243,5907272,24,0
8,18,52348,59295391,27,0
18,41,27750,9785902,25,0
20,45,23717,25135578,25,0
68,154,64753,30751651,22,0
3,7,9020,402870,29,0
126,283,27675,23925512,21,0
25,56,29381,52962197,25,0
192,430,33727,50015401,20,0
27,62,92661,56639739,24,0
7,16,11562,1731231,27,0
58,130,7871,68642081,23,0
10,23,41031,55693345,27,0
1,2,32424,42146070,32,0
60,136,74464,34905643,23,0
26,59,38024,8166232,24,0
26,59,52613,8059365,25,0
30,68,92743,55982349,24,0
16,37,54592,46585640,26,0
40,89,28125,73384941,24,0
17,39,26667,3587976,25,0
68,154,33164,54477001,22,0
38,85,72372,7525579,24,0
15,34,28678,10703955,26,0
253,567,86936,62513314,20,0
15,34,93504,63856865,26,0
22,49,45980,48888840,25,0
12,28,34360,41738360,26,0
26,59,59239,63370662,25,0
73,163,55832,58249987,22,0
152,342,82437,51972160,21,0
9,20,39626,1287408,27,0
15,34,30343,57992453,26,0
133,297,73814,67947742,21,0
84,187,59414,26578456,22,0
96,215,4666,31964145,22,0
26,59,48539,41714446,25,0
11,24,39121,23723798,26,0
26,59,50735,11475675,24,0
8,19,39033,1230443,27,0
80,179,44190,47368094,22,0
50,113,60679,55432096,23,0
13,29,39410,34794504,26,0
19,43,31843,33306490,25,0
36,82,45844,9010595,24,0
8,19,29797,2387840,27,0
44,100,24766,36282216,23,0
60,136,56621,59339334,23,0
26,58,18733,42738149,25,0
37,83,32201,65908663,24,0
15,34,65694,22090040,26,0
242,542,105948,56382727,20,1
35,78,53200,34042450,24,0
70,157,28901,54251098,22,0
121,271,78940,53718972,21,1
31,71,33320,36385117,24,0
33,74,69793,4249656,24,0
26,59,30273,24271409,25,0
30,68,28040,68894845,24,0
1,2,27730,71097880,32,0
241,539,48407,32875786,20,0
105,236,34473,50595672,22,0
43,97,20757,14542701,23,0
166,371,23754,20535731,21,0
31,71,31352,29157697,24,0
144,323,78023,22271867,21,0
143,320,63925,17162798,21,0
36,82,24388,25039531,24,0
22,49,10881,48150054,25,0
17,39,66149,43459601,25,0
12,28,62943,34531817,26,0
35,78,60217,68336031,24,0
152,342,75387,68326786,21,1
121,271,102842,73978776,21,1
29,65,49240,5147157,24,0
5,13,47072,10176684,28,0
221,494,110637,57899052,20,0
55,124,47152,10069239,23,0
18,42,68752,31705361,25,0
2,6,18281,6588147,29,0
9,21,45820,37665611,27,0
3,7,11867,952228,29,0
105,236,18512,25268592,22,0
183,411,31843,13789309,20,0
32,72,34757,1930490,24,0
319,714,72920,19953152,19,0
27,62,41366,36640015,24,0
211,472,102962,55866272,20,1
4,8,44190,70639658,29,0
86,193,21772,33891920,22,0
26,59,38848,41434111,25,0
218,472,32111,52400747,20,1
133,297,54134,52911467,21,0
121,271,79318,60080540,21,1
105,236,46647,5881818,22,1
183,411,68623,44478910,20,1
48,108,61958,69652548,23,0
41,92,37327,53852711,24,0
33,74,50311,5988746,24,0
19,43,8066,40573749,25,0
133,297,65548,29138943,21,0
204,457,57960,42686126,20,0
11,25,51597,43894004,26,0
146,326,47807,40945162,21,0
22,49,60486,47466356,25,0
48,108,63594,72368537,23,0
19,43,38846,19902201,25,0
245,549,32086,68396571,20,0
16,35,16284,23989194,26,0
101,225,88878,39638431,22,0
33,74,62059,66146133,24,0
175,392,12405,33364643,20,0
183,411,75702,64590731,20,0
17,39,42001,24864606,25,0
3,8,7148,6412474,29,0
237,532,59551,61522910,20,1
29,65,26752,46359166,24,0
29,65,27179,41650388,24,0
88,196,45942,43971707,22,0
6,14,81223,63046155,28,0
20,45,34591,62925348,25,0
9,21,3960,15858138,27,0
44,98,14540,26597263,23,0
35,78,29118,3306476,24,0
15,34,18641,3331657,26,0
22,49,37882,68570690,25,0
42,94,22378,44715343,24,0
45,101,19277,30243358,23,0
34,76,36055,52523841,24,0
201,450,55389,62401084,20,0
10,23,38855,2480799,27,0
139,311,39335,43643738,21,0
41,92,36011,11180268,24,0
192,430,43011,71588075,20,0
8,17,35750,478934,27,0
17,39,23568,32172554,25,0
35,78,29735,36525947,24,0
242,542,51235,45867587,20,0
46,103,44388,50519915,23,0
101,225,30857,54226169,22,0
66,149,96247,74725070,23,0
175,392,35326,72282844,20,1
108,242,71641,66332087,21,0
319,714,32771,33832114,19,0
15,34,23023,25656214,26,0
10,23,47236,959926,27,0
31,71,26687,62437648,24,0
139,311,82051,68854936,21,1
242,542,25348,20345143,20,1
24,54,56923,1864945,25,0
31,71,27044,57151465,24,0
44,98,46549,48636432,23,0
124,277,110338,70400311,21,1
12,27,10106,68910614,26,0
50,113,22109,61271951,23,0
201,450,54031,70494772,20,0
248,554,53839,61026389,20,0
40,89,20297,40889860,24,0
19,43,17090,30807840,25,0
101,227,34493,30867070,22,0
61,138,28970,19089254,23,0
221,494,52067,52078222,20,0
44,98,21797,17378386,23,0
133,297,92203,29372739,21,0
80,179,16694,29382072,22,0
96,215,74804,45407502,22,0
310,695,65987,42204909,19,1
13,29,15906,33394894,26,0
37,84,15319,23110101,24,0
42,94,75386,59665050,24,0
27,62,85989,64141051,24,0
116,259,39230,45817087,21,0
26,59,55820,38165076,25,0
53,118,23295,14574350,23,0
16,37,75730,68486335,26,0
192,430,80936,63577976,20,0
16,35,28327,25007828,26,0
291,651,40281,66542533,19,0
58,130,45005,17700538,23,0
204,457,82688,31888474,20,1
55,124,19217,24730003,23,0
8,17,37861,12642347,27,0
82,183,41429,70734290,22,0
133,297,85670,68299854,21,0
139,311,68765,46629766,21,0
16,35,15634,74413262,26,0
128,288,43122,40582518,21,0
112,251,15059,69859291,21,1
92,206,12038,38970083,22,0
69,156,75356,22967293,22,0
259,580,74388,58189166,20,0
68,152,44466,18819572,22,0
9,20,54926,304899,27,0
133,297,44181,39714935,21,0
27,62,46142,48960222,24,0
20,45,36133,1228617,25,0
127,284,53934,55191037,21,1
31,71,26403,24162481,24,0
93,209,82148,30644696,22,0
13,29,30245,16495388,26,0
11,25,11847,9660873,26,0
223,498,56560,65192700,20,0
33,74,101115,71712752,24,0
25,56,12146,13615693,25,0
9,21,66427,35052026,27,0
15,34,15504,32759480,26,0
9,20,22838,34948393,27,0
44,98,25952,9291547,23,0
11,25,39424,39908,26,0
221,494,64692,63460244,20,0
25,56,54375,1329363,25,0
44,98,51196,6740154,23,0
8,18,59026,59554142,27,0
291,549,61863,74197410,19,0
160,358,113618,22797553,21,1
116,259,50938,71898825,21,1
8,19,47316,1044451,27,0
51,115,88612,59662651,23,0
36,82,34763,54946534,24,0
19,43,36066,3055583,25,0
84,187,60529,68785863,22,0
88,196,64388,10005724,22,0
21,47,41068,5116309,25,0
128,288,57273,52978217,21,0
3,6,24963,15334783,29,0
183,411,84054,67801902,20,1
12,27,36045,64103235,26,0
6,14,32451,42070380,28,0
268,599,47392,31319289,19,0
319,714,24775,71865831,19,0
116,259,41731,29791951,21,0
179,401,58721,61002155,20,0
76,171,72029,63492139,22,0
13,31,65486,51290409,26,0
183,411,83891,47561311,20,0
17,39,52015,13277432,25,0
299,669,84453,67317853,19,1
221,494,35749,34674836,20,0
17,39,26717,19604412,25,0
137,307,66652,35075850,21,0
121,271,9804,63807406,21,0
15,34,8572,6626018,26,0
44,99,48994,52639351,23,0
152,342,56118,41989002,21,0
11,25,30481,39344693,26,0
55,124,39899,57221431,23,0
24,54,28707,20769586,25,0
92,206,203,57478225,22,0
197,440,53578,29881635,20,0
13,29,47252,54183552,26,0
12,28,62626,60118530,26,0
152,342,59542,43618379,21,0
20,45,60857,33049484,25,0
114,257,34443,65257745,21,0
92,206,36312,13599486,22,0
203,455,28501,61358813,20,0
84,187,57314,54067232,22,0
11,25,81494,65956159,26,0
8,19,27766,44270718,27,0
25,57,25296,20884048,25,0
19,44,32007,11112929,25,0
146,328,48095,20251484,21,0
6,13,57708,24079412,28,0
22,49,21210,8909922,25,0
262,586,74307,73845738,20,1
10,23,39034,13338928,27,0
174,390,34432,40495057,20,0
101,225,9937,35570418,22,0
125,280,76409,36630807,21,1
53,118,65760,68383217,23,0
221,494,80578,62017617,20,0
18,41,62935,45931880,25,0
23,51,26438,4290363,25,0
21,47,16727,7156061,25,0
121,271,80386,23781905,21,0
60,136,55072,60741717,23,0
116,259,47637,37287888,21,0
3,8,72802,45562437,29,0
18,42,25487,25098061,25,0
260,583,32240,55986733,20,0
80,179,28128,27828237,22,0
121,271,81885,39434268,21,1
